token,dep,head
hold,ROOT,hold
DataKind,nsubj,harmless
",",punct,DataKind
its,poss,companies
parent,nmod,companies
"
",dep,companies
companies,conj,DataKind
",",punct,companies
divisions,conj,companies
",",punct,divisions
subsidiaries,conj,divisions
and,cc,subsidiaries
affiliated,amod,divisions
divisions,conj,subsidiaries
and,cc,divisions
companies,conj,divisions
",",punct,divisions
assigns,conj,divisions
",",punct,assigns
and,cc,assigns
the,det,shareholders
"
",dep,shareholders
shareholders,conj,assigns
",",punct,shareholders
directors,conj,shareholders
",",punct,directors
officers,conj,directors
",",punct,officers
employees,conj,officers
",",punct,employees
consultants,conj,employees
and,cc,consultants
agents,conj,consultants
of,prep,shareholders
the,det,foregoing
foregoing,pobj,of
(,punct,foregoing
the,det,Parties
"
",dep,Parties
“,punct,Parties
DataKind,compound,Parties
Indemnified,compound,Parties
Parties,appos,foregoing
”,punct,Parties
),punct,foregoing
harmless,ccomp,hold
from,prep,harmless
and,cc,hold
indemnify,conj,hold
any,det,Party
DataKind,compound,Party
Indemnified,compound,Party
Party,dobj,indemnify
"
",dep,indemnify
for,prep,indemnify
any,det,judgment
final,amod,judgment
judgment,pobj,for
of,prep,judgment
a,det,court
court,pobj,of
of,prep,court
competent,amod,jurisdiction
jurisdiction,pobj,of
arising,acl,judgment
out,prep,arising
of,prep,out
the,det,infringement
actual,amod,"
"
or,cc,actual
alleged,conj,actual
"
",dep,infringement
infringement,pobj,of
or,cc,infringement
misappropriation,conj,infringement
of,prep,infringement
any,det,Content
Client,compound,Content
Content,pobj,of
to,prep,infringement
the,det,extent
extent,pobj,to
attributable,amod,extent
to,prep,attributable
the,det,negligence
"
",dep,negligence
negligence,pobj,to
of,prep,negligence
Client,pobj,of
or,cc,of
of,conj,of
its,poss,officers
officers,pobj,of
or,cc,officers
employees,conj,officers
when,advmod,acting
acting,advcl,infringement
within,prep,acting
the,det,course
course,pobj,within
and,cc,course
scope,conj,course
of,prep,course
"
",dep,of
their,poss,employment
employment,pobj,of
.,punct,hold
"

",dep,assumes
(,punct,assumes
b,meta,assumes
),punct,b
DataKind,nsubj,assumes
assumes,ROOT,assumes
liability,dobj,assumes
for,prep,liability
",",punct,assumes
and,cc,assumes
shall,aux,indemnify
indemnify,conj,assumes
",",punct,indemnify
defend,conj,indemnify
",",punct,defend
protect,conj,defend
",",punct,protect
save,conj,protect
"
",dep,save
and,cc,save
hold,conj,save
harmless,oprd,hold
Client,nsubj,harmless
",",punct,Client
its,poss,companies
parent,compound,companies
companies,conj,Client
",",punct,companies
divisions,conj,companies
",",punct,divisions
subsidiaries,conj,divisions
and,cc,subsidiaries
affiliated,amod,divisions
divisions,conj,subsidiaries
"
",dep,companies
and,cc,companies
companies,conj,companies
",",punct,companies
assigns,conj,companies
",",punct,companies
and,cc,companies
the,det,shareholders
shareholders,conj,companies
",",punct,shareholders
directors,conj,shareholders
",",punct,directors
officers,conj,directors
",",punct,officers
employees,conj,officers
and,cc,employees
agents,conj,employees
"
",dep,indemnify
(,punct,indemnify
excluding,prep,indemnify
Client,poss,consultants
’s,case,Client
consultants,pobj,excluding
and,cc,consultants
independent,amod,contractors
contractors,conj,consultants
),punct,indemnify
of,prep,indemnify
the,det,foregoing
foregoing,pobj,of
(,punct,foregoing
the,det,Parties
“,punct,Parties
Client,nmod,Parties
"
",dep,Parties
Indemnified,compound,Parties
Parties,appos,foregoing
”,punct,Parties
),punct,foregoing
from,prep,of
and,cc,from
against,conj,from
any,det,claims
third,amod,party
-,punct,party
party,compound,claims
claims,pobj,against
",",punct,claims
actions,conj,claims
or,cc,actions
suits,conj,actions
brought,acl,claims
against,prep,brought
"
",dep,Party
any,compound,Party
Client,compound,Party
Indemnified,compound,Party
Party,pobj,against
",",punct,claims
together,advmod,with
with,prep,claims
all,det,costs
related,amod,costs
costs,pobj,with
",",punct,costs
liabilities,conj,costs
",",punct,liabilities
judgments,conj,liabilities
",",punct,judgments
obligations,conj,judgments
",",punct,obligations
"
",dep,losses
losses,conj,obligations
",",punct,losses
penalties,conj,losses
",",punct,penalties
expenses,conj,penalties
or,cc,expenses
damages,conj,expenses
(,punct,costs
including,prep,costs
",",punct,including
without,prep,including
limitation,pobj,without
",",punct,including
legal,amod,fees
fees,pobj,including
and,cc,fees
expenses,conj,fees
),punct,costs
"
",dep,costs
arising,acl,costs
out,prep,arising
of,prep,out
the,det,infringement
actual,amod,infringement
or,cc,actual
alleged,conj,actual
infringement,pobj,of
or,cc,infringement
misappropriation,conj,infringement
by,prep,infringement
any,det,Product
Work,compound,Product
Product,pobj,by
of,prep,Product
any,det,right
"
",dep,right
third,amod,party
party,nmod,right
intellectual,amod,property
property,compound,right
right,pobj,of
",",punct,costs
unless,mark,caused
such,amod,infringement
infringement,nsubjpass,caused
is,auxpass,caused
caused,advcl,costs
by,agent,caused
any,det,Content
Client,compound,Content
Content,pobj,by
"
",dep,caused
and,cc,caused
would,aux,occurred
not,neg,occurred
have,aux,occurred
occurred,conj,caused
but,prep,occurred
for,prep,but
such,amod,Content
Client,compound,Content
Content,pobj,for
.,punct,costs
"

",dep,assumes
(,punct,c
c,meta,BE
),punct,c
EXCEPT,prep,BE
TO,prep,EXCEPT
THE,det,EXTENT
EXTENT,pobj,TO
SET,acl,EXTENT
FORTH,npadvmod,SET
IN,prep,SET
SUBSECTIONS,pobj,IN
8(a,nummod,SUBSECTIONS
),punct,8(a
AND,cc,8(a
8(b,conj,8(a
),punct,8(b
",",punct,BE
"
",dep,BE
IN,prep,BE
NO,det,EVENT
EVENT,pobj,IN
SHALL,aux,BE
EITHER,advmod,BE
PARTY,nsubj,BE
BE,conj,assumes
LIABLE,acomp,BE
TO,prep,LIABLE
THE,det,OTHER
OTHER,pobj,TO
OR,cc,OTHER
ANY,det,PARTY
THIRD,amod,PARTY
PARTY,conj,OTHER
FOR,prep,TO
"
",dep,PROFITS
ANY,nmod,PROFITS
LOST,amod,PROFITS
PROFITS,pobj,FOR
OR,cc,PROFITS
LOST,amod,REVENUE
REVENUE,conj,PROFITS
",",punct,FOR
OR,cc,FOR
FOR,conj,FOR
ANY,det,DAMAGES
INDIRECT,amod,DAMAGES
",",punct,INDIRECT
INCIDENTAL,conj,INDIRECT
",",punct,INCIDENTAL
SPECIAL,conj,INCIDENTAL
",",punct,SPECIAL
"
",dep,SPECIAL
PUNITIVE,conj,SPECIAL
",",punct,PUNITIVE
EXEMPLARY,conj,PUNITIVE
OR,cc,EXEMPLARY
CONSEQUENTIAL,conj,EXEMPLARY
DAMAGES,pobj,FOR
ARISING,acl,DAMAGES
OUT,prep,ARISING
OF,prep,OUT
OR,cc,OUT
IN,conj,OUT
"
",dep,IN
CONNECTION,pobj,IN
WITH,prep,CONNECTION
THE,det,SERVICES
SERVICES,pobj,WITH
OR,cc,SERVICES
THIS,det,AGREEMENT
AGREEMENT,conj,SERVICES
.,punct,BE
"


",dep,"


"
#,ROOT,#
#,ROOT,#
Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_4,ROOT,Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_4
"
",dep,"
"
DataKind,ROOT,DataKind
"

",dep,DataKind
9,nummod,DataKind
.,punct,9
Miscellaneous,compound,Provisions
Provisions,ROOT,Provisions
.,punct,Provisions
"

",dep,Independent__Contractor
(,punct,Independent__Contractor
a,meta,Independent__Contractor
),punct,a
Independent__Contractor,ROOT,Independent__Contractor
.,punct,Independent__Contractor
DataKind,nsubj,render
shall,aux,render
render,ROOT,render
services,dobj,render
as,prep,render
an,det,contractor
"
",dep,contractor
independent,amod,contractor
contractor,pobj,as
and,cc,render
nothing,nsubj,create
contained,acl,nothing
herein,advmod,contained
shall,aux,create
create,conj,render
any,det,association
association,nmod,relationship
",",punct,association
partnership,conj,association
",",punct,partnership
"
",dep,venture
joint,amod,venture
venture,conj,partnership
",",punct,venture
employee,conj,venture
or,cc,employee
agency,conj,employee
relationship,dobj,create
between,prep,relationship
DataKind,pobj,between
and,cc,DataKind
Client,conj,DataKind
.,punct,create
DataKind,nsubj,"
"
shall,aux,"
"
not,neg,"
"
"
",dep,subcontract
subcontract,ROOT,subcontract
or,cc,subcontract
otherwise,advmod,delegate
delegate,conj,subcontract
any,dobj,delegate
of,prep,any
its,poss,obligations
obligations,pobj,of
hereunder,advmod,obligations
",",punct,delegate
in,conj,delegate
whole,amod,in
or,cc,in
in,conj,in
part,pobj,in
",",punct,delegate
without,conj,delegate
"
",dep,notification
prior,amod,notification
notification,pobj,without
to,prep,notification
Client,pobj,to
of,prep,notification
the,det,subcontractor
subcontractor,poss,name
’s,case,subcontractor
name,pobj,of
and,cc,name
contact,compound,information
information,conj,name
.,punct,subcontract
DataKind,nsubj,"
"
"
",dep,understands
understands,ROOT,understands
and,cc,understands
agrees,conj,understands
that,mark,is
it,nsubj,is
is,ccomp,agrees
responsible,acomp,is
for,prep,responsible
ensuring,pcomp,for
that,mark,complies
any,det,subcontractor
subcontractor,nsubj,complies
complies,ccomp,ensuring
with,prep,complies
"
",dep,with
those,det,requirements
requirements,pobj,with
of,prep,requirements
this,det,Agreement
Agreement,pobj,of
that,nsubj,apply
apply,relcl,requirements
to,prep,apply
the,det,services
services,pobj,to
to,aux,provided
be,auxpass,provided
provided,relcl,services
by,agent,provided
the,det,subcontractor
"
",dep,subcontractor
subcontractor,pobj,by
",",punct,requirements
including,prep,requirements
but,cc,including
not,neg,limited
limited,conj,including
to,prep,limited
Sections,pobj,to
6(a,nummod,Sections
),punct,Sections
and,cc,Sections
7,conj,Sections
.,punct,understands
DataKind,nsubj,understands
further,advmod,understands
understands,ROOT,understands
"
",dep,understands
and,cc,understands
agrees,conj,understands
that,mark,relieve
Client,poss,approval
’s,case,Client
approval,nsubj,relieve
of,prep,approval
a,det,subcontractor
particular,amod,subcontractor
subcontractor,pobj,of
does,aux,relieve
not,neg,relieve
relieve,ccomp,agrees
DataKind,dobj,relieve
of,prep,relieve
its,poss,responsibility
"
",dep,responsibility
responsibility,pobj,of
and,cc,responsibility
liability,conj,responsibility
for,prep,responsibility
performance,pobj,for
of,prep,performance
this,det,Agreement
Agreement,pobj,of
.,punct,understands
"

",dep,Agreement
(,punct,b
b,meta,Agreement
),punct,b
Entire,amod,Agreement
Agreement,ROOT,Agreement
;,punct,Agreement
Amendment,appos,Agreement
.,punct,Agreement
Except,prep,constitute
for,prep,Except
the,det,Agreement
Mutual,nmod,Agreement
Non,nmod,Agreement
-,nmod,Agreement
Disclosure,nmod,Agreement
"
",dep,Agreement
Agreement,pobj,for
",",punct,constitute
this,det,Agreement
Agreement,nsubj,constitute
shall,aux,constitute
constitute,ROOT,constitute
the,det,understanding
entire,amod,understanding
understanding,dobj,constitute
between,prep,understanding
the,det,Parties
Parties,pobj,between
with,prep,understanding
"
",dep,with
respect,pobj,with
to,prep,respect
the,det,matter
subject,amod,matter
matter,pobj,to
hereof,advmod,matter
",",punct,constitute
shall,aux,supersede
supersede,conj,constitute
any,det,agreements
prior,amod,agreements
agreements,dobj,supersede
between,prep,agreements
Client,pobj,between
and,cc,Client
"
",dep,DataKind
DataKind,conj,Client
with,prep,agreements
respect,pobj,with
thereto,advmod,respect
",",punct,supersede
and,cc,supersede
may,aux,amended
not,neg,amended
be,auxpass,amended
amended,conj,supersede
except,prep,amended
by,prep,except
a,det,writing
writing,pobj,by
signed,acl,writing
by,agent,signed
both,det,Parties
"
",dep,Parties
Parties,pobj,by
.,punct,constitute
"

",dep,Law
(,punct,c
c,meta,Law
),punct,Law
Governing,amod,Law
Law,ROOT,Law
:,punct,Law
Dispute,compound,Resolution
Resolution,appos,Law
.,punct,Law
This,det,Agreement
Agreement,nsubjpass,governed
",",punct,Agreement
and,cc,Agreement
all,det,matters
matters,conj,Agreement
"
",dep,arising
arising,acl,matters
directly,advmod,arising
or,cc,directly
indirectly,conj,directly
from,prep,arising
this,det,Agreement
Agreement,pobj,from
",",punct,matters
shall,aux,governed
be,auxpass,governed
governed,ROOT,governed
by,agent,governed
and,cc,governed
construed,conj,governed
in,prep,construed
"
",dep,in
accordance,pobj,in
with,prep,accordance
the,det,laws
laws,pobj,with
of,prep,laws
the,det,State
State,pobj,of
of,prep,State
New,compound,York
York,pobj,of
",",punct,construed
without,conj,construed
regard,pobj,without
to,prep,regard
its,poss,rules
conflict,nmod,rules
of,prep,conflict
laws,pobj,of
rules,pobj,to
"
",dep,rules
applicable,amod,rules
to,prep,applicable
contracts,pobj,to
to,aux,performed
be,auxpass,performed
performed,relcl,contracts
entirely,advmod,within
within,prep,performed
the,det,State
State,pobj,within
of,prep,State
New,compound,York
York,pobj,of
.,punct,governed
"

",dep,Counterparts
(,punct,Counterparts
d,meta,Counterparts
),punct,Counterparts
Counterparts,ROOT,Counterparts
.,punct,Counterparts
This,det,Agreement
Agreement,nsubjpass,executed
may,aux,executed
be,auxpass,executed
executed,ROOT,executed
in,prep,executed
counterparts,pobj,in
(,punct,counterparts
which,nsubjpass,exchanged
"
",dep,exchanged
may,aux,exchanged
be,auxpass,exchanged
exchanged,relcl,counterparts
by,agent,exchanged
facsimile,pobj,by
),punct,exchanged
",",punct,counterparts
each,nsubjpass,deemed
of,prep,each
which,pobj,of
shall,aux,deemed
be,auxpass,deemed
deemed,relcl,counterparts
an,det,original
original,oprd,deemed
",",punct,deemed
but,cc,deemed
which,nsubj,constitute
together,advmod,constitute
"
",dep,constitute
shall,aux,constitute
constitute,conj,deemed
one,nummod,instrument
and,cc,one
the,det,same
same,conj,one
instrument,dobj,constitute
.,punct,executed
"

",dep,Severability
(,punct,Severability
e,meta,Severability
),punct,e
Severability,ROOT,Severability
.,punct,Severability
The,det,illegality
illegality,nsubj,affect
",",punct,illegality
invalidity,conj,illegality
",",punct,invalidity
or,cc,invalidity
unenforceability,conj,invalidity
of,prep,illegality
such,amod,provision
"
",dep,provision
provision,pobj,of
shall,aux,affect
not,neg,affect
in,prep,affect
any,det,manner
manner,pobj,in
affect,ROOT,affect
or,cc,affect
render,conj,affect
illegal,ccomp,render
",",punct,illegal
invalid,conj,illegal
or,cc,invalid
unenforceable,conj,invalid
any,det,provision
other,amod,provision
"
",dep,provision
provision,nsubj,illegal
of,prep,provision
this,det,Agreement
Agreement,pobj,of
",",punct,affect
and,cc,affect
that,det,provision
provision,nsubjpass,reformed
",",punct,provision
and,cc,provision
this,det,Agreement
Agreement,conj,provision
generally,advmod,Agreement
",",punct,Agreement
shall,aux,reformed
be,auxpass,reformed
reformed,conj,affect
",",punct,reformed
"
",dep,reformed
construed,conj,reformed
and,cc,construed
enforced,conj,construed
so,mark,give
as,mark,give
to,aux,give
most,advmod,nearly
nearly,advmod,give
give,advcl,enforced
lawful,amod,effect
effect,dobj,give
to,dative,give
the,det,intent
intent,pobj,to
of,prep,intent
the,det,parties
parties,pobj,of
as,mark,expressed
"
",dep,expressed
expressed,advcl,intent
in,prep,expressed
this,det,Agreement
Agreement,pobj,in
.,punct,reformed
"

",dep,Conflicts
(,punct,Conflicts
f,meta,Conflicts
),punct,f
Conflicts,ROOT,Conflicts
of,prep,Conflicts
Interest,pobj,of
.,punct,Conflicts
DataKind,nsubj,affirms
affirms,ROOT,affirms
that,mark,exists
to,prep,exists
the,det,best
best,pobj,to
of,prep,best
DataKind,poss,"
"
’s,case,DataKind
"
",dep,of
knowledge,pobj,of
there,expl,exists
exists,ccomp,affirms
no,det,conflict
actual,amod,conflict
or,cc,actual
potential,conj,actual
conflict,attr,exists
between,prep,conflict
the,det,Services
Services,pobj,between
and,cc,Services
DataKind,poss,interests
’s,case,DataKind
"
",dep,interests
business,nmod,interests
or,cc,business
financial,conj,business
interests,conj,Services
",",punct,interests
or,cc,interests
those,conj,interests
of,prep,those
any,det,employee
employee,pobj,of
of,prep,employee
DataKind,pobj,of
",",punct,employee
and,cc,those
no,det,trustee
trustee,nsubj,is
",",punct,trustee
office,conj,trustee
",",punct,office
or,cc,office
"
",dep,office
employee,conj,office
of,prep,trustee
Client,pobj,of
",",punct,trustee
or,cc,trustee
other,amod,director
director,conj,trustee
",",punct,director
officer,conj,director
",",punct,officer
employee,conj,officer
or,cc,employee
person,conj,employee
whose,poss,salary
salary,nsubj,is
is,relcl,trustee
payable,acomp,is
in,prep,payable
"
",dep,in
whole,amod,in
or,cc,whole
in,conj,whole
part,pobj,in
from,prep,payable
the,det,treasury
treasury,pobj,from
of,prep,treasury
the,det,City
City,pobj,of
of,prep,City
New,compound,York
York,pobj,of
or,cc,City
the,det,State
State,conj,City
of,prep,State
New,compound,York
York,pobj,of
is,conj,those
directly,advmod,indirectly
or,cc,directly
"
",dep,directly
indirectly,advmod,is
interested,acomp,is
in,prep,interested
this,det,Agreement
Agreement,pobj,in
.,punct,affirms
Should,aux,change
this,det,situation
situation,nsubj,change
change,advcl,notify
during,prep,change
the,det,term
term,pobj,during
of,prep,term
this,det,Agreement
"
",dep,Agreement
Agreement,pobj,of
",",punct,notify
DataKind,nsubj,notify
shall,aux,notify
promptly,advmod,notify
notify,ROOT,notify
Client,dobj,notify
.,punct,notify
Client,nsubj,reserves
reserves,ROOT,reserves
the,det,right
right,dobj,reserves
in,prep,right
its,poss,discretion
sole,amod,discretion
discretion,pobj,in
